,DATE,SENTIMENT,IMPACT_SCORE
737,2021/11/18,neutral,0.052225947
738,2021/12/1,neutral,0.02472832
739,2021/11/17,neutral,0.112330146
740,2021/11/28,neutral,0.37593967
741,2021/11/29,neutral,0.01820827
742,2021/11/30,neutral,0.14309682
743,2021/11/19,neutral,-0.3317721
744,2021/11/27,positive,0.50295013
745,2021/12/3,neutral,0.09421716
746,2021/11/15,neutral,0.14646809
747,2021/11/23,positive,0.6936517
748,2021/12/2,neutral,0.08949319
749,2021/11/23,positive,0.52642965
750,2021/12/3,neutral,0.19109891
751,2021/12/5,neutral,0.014553367
752,2021/11/28,neutral,0.4770729
753,2021/11/23,neutral,0.03987447
754,2021/12/2,positive,0.73458207
755,2021/11/9,positive,0.6225432
756,2021/11/28,positive,0.62016916
757,2021/11/19,positive,0.8616954
758,2021/11/21,positive,0.92823136
759,2021/11/29,neutral,0.035033252
760,2021/11/22,neutral,0.11032584
761,2021/12/9,negative,-0.9439561
762,2021/12/28,neutral,0.06880454
763,2021/12/21,negative,-0.844314
764,2021/12/24,neutral,0.24141131
765,2022/1/5,neutral,0.45376587
766,2021/12/15,neutral,0.03957701
767,2021/12/23,negative,-0.9553958
768,2021/12/30,neutral,0.0411383
769,2021/12/27,neutral,-0.026770903
770,2021/12/22,neutral,0.038618676
771,2022/1/7,neutral,0.20672585
772,2021/12/27,neutral,0.09998757
773,2021/12/11,neutral,0.008769374
774,2022/1/7,negative,-0.883803
775,2021/12/31,positive,0.62947965
776,2021/12/13,neutral,-0.061869968
777,2021/12/14,neutral,0.26535842
778,2021/12/27,neutral,0.2666709
779,2021/12/23,neutral,0.10021038
780,2021/12/31,positive,0.70912886
781,2021/12/27,neutral,0.06752354
782,2021/12/26,neutral,0.04912582
783,2021/12/29,neutral,0.066465795
784,2022/1/3,negative,-0.72334445
785,2021/12/27,neutral,0.073728174
786,2021/12/15,neutral,0.07662704
787,2021/12/14,neutral,0.013165588
788,2021/1/4,negative,-0.47497922
789,2021/1/4,neutral,0.116922766
790,2021/1/4,neutral,0.29115626
791,2021/1/5,neutral,0.39756304
792,2021/1/5,positive,0.892228
793,2021/1/5,neutral,0.32407257
794,2021/1/5,positive,0.9346986
795,2021/1/6,positive,0.5629404
796,2021/1/6,neutral,0.048558842
797,2021/1/6,neutral,-0.38521066
798,2021/1/7,neutral,0.25585195
799,2021/1/7,positive,0.7667469
800,2021/1/7,negative,-0.9460801
801,2021/1/7,neutral,0.03794813
802,2021/1/7,negative,-0.8180245
803,2021/1/8,positive,0.746549
804,2021/1/8,neutral,0.07048492
805,2021/1/9,negative,-0.9550582
806,2021/1/9,negative,-0.8572843
807,2021/1/9,neutral,0.10385264
808,2021/1/11,negative,-0.89564246
809,2021/1/11,negative,-0.8610356
810,2021/1/11,neutral,0.16415422
811,2021/1/12,negative,-0.89214504
812,2021/1/12,negative,-0.5107724
813,2021/1/13,positive,0.80040896
814,2021/1/13,neutral,0.19921193
815,2021/1/14,negative,-0.8306992
816,2021/1/14,negative,-0.94500256
817,2021/1/14,negative,-0.46484065
818,2021/1/14,neutral,0.17107463
819,2021/1/15,positive,0.7412398
820,2021/1/15,neutral,0.42293864
821,2021/1/15,neutral,0.045714453
822,2021/1/15,neutral,0.024450148
823,2021/1/18,neutral,-0.02136931
824,2021/1/19,positive,0.7359051
825,2021/1/19,neutral,-0.3571756
826,2021/1/19,neutral,0.07196126
827,2021/1/20,positive,0.560326
828,2021/1/20,negative,-0.9606577
829,2021/1/21,positive,0.8671306
830,2021/1/21,positive,0.6267059
831,2021/1/21,neutral,0.09912415
832,2021/1/23,negative,-0.94615954
833,2021/1/23,neutral,-0.16846266
834,2021/1/24,positive,0.8158537
835,2021/1/24,neutral,0.04532852
836,2021/1/25,neutral,0.2697487
837,2021/1/26,positive,0.8157029
838,2021/1/26,positive,0.9064963
839,2021/1/26,positive,0.5737838
840,2021/1/26,positive,0.91891336
841,2021/1/27,neutral,0.23259981
842,2021/1/27,negative,-0.8247701
843,2021/1/27,positive,0.7888763
844,2021/1/28,neutral,0.3806544
845,2021/1/28,negative,-0.8286142
846,2021/1/29,neutral,-0.31639847
847,2021/1/29,negative,-0.5178946
848,2021/1/29,neutral,-0.03126699
849,2021/1/29,negative,-0.9197236
850,2021/1/29,neutral,0.00037252903
851,2021/1/31,neutral,0.08164852
852,2021/2/1,positive,0.92806774
853,2021/2/1,positive,0.92806774
854,2021/2/2,neutral,0.078103885
855,2021/2/2,positive,0.93678105
856,2021/2/2,neutral,-0.14874804
857,2021/2/2,neutral,0.08200772
858,2021/2/2,neutral,0.0105501
859,2021/2/2,neutral,0.34943977
860,2021/2/2,negative,-0.6626847
861,2021/2/2,neutral,0.032086853
862,2021/2/2,positive,0.83660936
863,2021/2/2,neutral,0.009345323
864,2021/2/2,neutral,0.012833286
865,2021/2/3,neutral,-0.049745336
866,2021/2/3,positive,0.8698128
867,2021/2/3,neutral,-0.28195566
868,2021/2/3,neutral,-0.27867398
869,2021/2/3,positive,0.8927367
870,2021/2/3,neutral,0.11726643
871,2021/2/3,neutral,0.04351814
872,2021/2/3,negative,-0.9215473
873,2021/2/3,neutral,0.22690026
874,2021/2/5,negative,-0.15614203
875,2021/2/5,positive,0.7695323
876,2021/2/5,positive,0.71672225
877,2021/2/5,neutral,0.10023622
878,2021/2/7,positive,0.59480995
879,2021/2/7,positive,0.8781499
880,2021/2/8,positive,0.9038025
881,2021/2/8,positive,0.8900604
882,2021/2/8,positive,0.9289174
883,2021/2/8,neutral,-0.07118793
884,2021/2/9,neutral,0.17387028
885,2021/2/9,negative,-0.898451
886,2021/2/9,neutral,0.09183605
887,2021/2/9,positive,0.7127899
888,2021/2/10,neutral,0.15621318
889,2021/2/10,negative,-0.9290387
890,2021/2/10,positive,0.409762
891,2021/2/10,neutral,0.021901108
892,2021/2/11,neutral,-0.022514177
893,2021/2/11,neutral,0.018501973
894,2021/2/11,neutral,0.009679738
895,2021/2/11,neutral,0.11352008
896,2021/2/12,neutral,-0.18430805
897,2021/2/12,negative,-0.8700734
898,2021/2/12,neutral,0.03722561
899,2021/2/15,negative,-0.8266735
900,2021/2/16,positive,0.7094839
901,2021/2/16,neutral,0.010019597
902,2021/2/16,neutral,0.43083695
903,2021/2/16,negative,-0.8312771
904,2021/2/16,negative,-0.69645137
905,2021/2/16,neutral,0.10500888
906,2021/2/17,positive,0.7560711
907,2021/2/17,positive,0.9292133
908,2021/2/18,neutral,-0.37800983
909,2021/2/20,neutral,0.108637236
910,2021/2/21,positive,0.8015683
911,2021/2/22,neutral,0.06897061
912,2021/2/23,neutral,0.12311459
913,2021/2/23,positive,0.6819936
914,2021/2/23,negative,-0.65319806
915,2021/2/24,neutral,0.007986698
916,2021/2/24,neutral,-0.113921665
917,2021/2/24,negative,-0.89794075
918,2021/2/24,neutral,0.15474124
919,2021/2/24,negative,-0.49419108
920,2021/2/25,positive,0.6817102
921,2021/2/25,negative,-0.7862508
922,2021/2/25,neutral,0.049022507
923,2021/2/26,neutral,0.19557716
924,2021/2/27,negative,-0.9433778
925,2021/2/27,neutral,0.0285839
926,2021/2/28,negative,-0.91618115
927,2021/2/28,positive,0.8239701
928,2021/2/28,neutral,0.45768663
929,2021/3/1,negative,-0.7506896
930,2021/3/1,negative,-0.9307701
931,2021/3/1,neutral,0.20984788
932,2021/3/1,neutral,0.068596944
933,2021/3/1,neutral,0.15979955
934,2021/3/2,negative,-0.85643524
935,2021/3/2,neutral,0.44825757
936,2021/3/2,neutral,0.06475386
937,2021/3/3,neutral,0.48426914
938,2021/3/3,negative,-0.9189403
939,2021/3/3,neutral,0.09526016
940,2021/3/3,positive,0.91420346
941,2021/3/3,negative,-0.89872515
942,2021/3/3,neutral,0.04346428
943,2021/3/3,negative,-0.49035382
944,2021/3/3,neutral,0.19655292
945,2021/3/3,neutral,0.41185522
946,2021/3/4,neutral,0.027097352
947,2021/3/4,negative,-0.74679464
948,2021/3/4,neutral,0.04753378
949,2021/3/4,neutral,0.027097352
950,2021/3/4,negative,-0.74679464
951,2021/3/4,neutral,0.04753378
952,2021/3/5,negative,-0.75434816
953,2021/3/6,neutral,0.34470716
954,2021/3/8,neutral,0.049969573
955,2021/3/8,negative,-0.94844383
956,2021/3/9,neutral,0.20632775
957,2021/3/9,neutral,-0.15485983
958,2021/3/9,negative,-0.87100595
959,2021/3/9,neutral,0.0890516
960,2021/3/10,negative,-0.74091095
961,2021/3/11,positive,0.81311315
962,2021/3/11,positive,0.88690543
963,2021/3/11,positive,0.6767085
964,2021/3/11,neutral,-0.20028928
965,2021/3/11,neutral,0.21074185
966,2021/3/12,neutral,0.14977244
967,2021/3/13,negative,-0.8811831
968,2021/3/13,neutral,0.017777693
969,2021/3/14,neutral,0.061879184
970,2021/3/15,neutral,0.026961772
971,2021/3/15,positive,0.8161445
972,2021/3/16,neutral,0.43156362
973,2021/3/16,positive,0.8701101
974,2021/3/17,neutral,0.06554393
975,2021/3/17,neutral,-0.31273746
976,2021/3/17,neutral,-0.0690504
977,2021/3/17,positive,0.6466483
978,2021/3/18,positive,0.7739587
979,2021/3/18,negative,-0.7495151
980,2021/3/19,negative,-0.9384995
981,2021/3/19,negative,-0.57380384
982,2021/3/20,neutral,0.13960634
983,2021/3/21,neutral,0.210201
984,2021/3/21,neutral,0.1668535
985,2021/3/22,neutral,0.36434156
986,2021/3/22,negative,-0.94591486
987,2021/3/22,neutral,0.057315398
988,2021/3/23,neutral,-0.26502916
989,2021/3/23,neutral,0.0695176
990,2021/3/23,negative,-0.6485673
991,2021/3/23,neutral,0.12988392
992,2021/3/23,negative,-0.22505847
993,2021/3/24,neutral,0.10207058
994,2021/3/24,positive,0.5330488
995,2021/3/24,neutral,-0.15275538
996,2021/3/24,negative,-0.3061356
997,2021/3/24,neutral,0.091251954
998,2021/3/25,negative,-0.91324973
999,2021/3/25,neutral,0.45419696
1000,2021/3/25,neutral,0.14038093
1001,2021/3/25,neutral,0.029234756
1002,2021/3/25,negative,-0.95405394
1003,2021/3/26,neutral,0.060941037
1004,2021/3/26,negative,-0.88988733
1005,2021/3/26,neutral,-0.44149157
1006,2021/3/26,negative,-0.4573036
1007,2021/3/28,negative,-0.8530062
1008,2021/3/29,neutral,-0.20031382
1009,2021/3/29,neutral,0.03291534
1010,2021/3/30,neutral,-0.25453943
1011,2021/3/30,negative,-0.77239984
1012,2021/3/30,negative,-0.93796206
1013,2021/3/30,negative,-0.8805554
1014,2021/3/31,positive,0.53937143
1015,2021/3/31,neutral,0.18114436
1016,2021/3/31,negative,-0.92973363
1017,2021/3/31,positive,0.83262116
1018,2021/4/1,positive,0.87953264
1019,2021/4/1,negative,-0.8978149
1020,2021/4/1,neutral,0.025938401
1021,2021/4/1,neutral,0.008710649
1022,2021/4/1,negative,-0.41180682
1023,2021/4/1,neutral,0.115541644
1024,2021/4/2,negative,-0.7180037
1025,2021/4/2,positive,0.5163155
1026,2021/4/2,positive,0.90293807
1027,2021/4/3,neutral,0.19407338
1028,2021/4/5,negative,-0.95720536
1029,2021/4/5,negative,-0.9456007
1030,2021/4/6,neutral,0.34499842
1031,2021/4/6,positive,0.83063835
1032,2021/4/6,neutral,0.30009592
1033,2021/4/6,neutral,0.010774919
1034,2021/4/6,neutral,-0.026667181
1035,2021/4/6,neutral,-0.026667181
1036,2021/4/7,positive,0.5583558
1037,2021/4/7,positive,0.5583558
1038,2021/4/7,neutral,0.12714128
1039,2021/4/7,neutral,0.21470001
1040,2021/4/7,negative,-0.9474371
1041,2021/4/7,neutral,0.099778414
1042,2021/4/8,negative,-0.86306137
1043,2021/4/9,negative,-0.24781802
1044,2021/4/9,neutral,0.043962874
1045,2021/4/9,positive,0.72066605
1046,2021/4/9,neutral,-0.12900257
1047,2021/4/9,neutral,0.008447878
1048,2021/4/10,neutral,-0.006172739
1049,2021/4/12,positive,0.7945088
1050,2021/4/12,neutral,0.06256766
1051,2021/4/12,neutral,0.10277931
1052,2021/4/12,neutral,-0.11820578
1053,2021/4/13,neutral,0.112483956
1054,2021/4/13,neutral,0.087675914
1055,2021/4/13,neutral,0.45914942
1056,2021/4/13,neutral,0.079233155
1057,2021/4/13,neutral,0.075649336
1058,2021/4/14,neutral,0.12820184
1059,2021/4/14,positive,0.9051902
1060,2021/4/14,negative,-0.529312
1061,2021/4/14,neutral,0.08701581
1062,2021/4/14,positive,0.9065984
1063,2021/4/14,neutral,0.32575944
1064,2021/4/14,neutral,0.18257476
1065,2021/4/14,neutral,0.06445069
1066,2021/4/14,neutral,0.041512325
1067,2021/4/15,negative,-0.51170945
1068,2021/4/15,positive,0.28937984
1069,2021/4/15,positive,0.7910352
1070,2021/4/15,neutral,0.37748453
1071,2021/4/15,negative,-0.7054
1072,2021/4/15,negative,-0.90077066
1073,2021/4/15,negative,-0.32939234
1074,2021/4/16,neutral,0.29405093
1075,2021/4/16,positive,0.6843595
1076,2021/4/16,neutral,0.2157739
1077,2021/4/16,neutral,-0.15440287
1078,2021/4/17,neutral,0.027970223
1079,2021/4/17,neutral,0.030814765
1080,2021/4/18,neutral,0.05925558
1081,2021/4/19,neutral,0.13083103
1082,2021/4/19,positive,0.7877475
1083,2021/4/19,positive,0.6614266
1084,2021/4/19,neutral,0.028102461
1085,2021/4/20,neutral,0.39920804
1086,2021/4/20,negative,-0.8757391
1087,2021/4/20,neutral,0.072619334
1088,2021/4/20,neutral,0.13362375
1089,2021/4/21,positive,0.7633386
1090,2021/4/21,positive,0.8443915
1091,2021/4/21,neutral,0.057367373
1092,2021/4/22,neutral,0.08594352
1093,2021/4/22,positive,0.61540425
1094,2021/4/22,positive,0.6948244
1095,2021/4/22,neutral,0.16241185
1096,2021/4/23,neutral,0.065144196
1097,2021/4/23,positive,0.52344894
1098,2021/4/24,neutral,0.25841296
1099,2021/4/26,neutral,0.07614347
1100,2021/4/27,negative,-0.33222064
1101,2021/4/27,negative,-0.90469325
1102,2021/4/27,negative,-0.8795086
1103,2021/4/27,neutral,0.2036846
1104,2021/4/27,positive,0.92533773
1105,2021/4/28,negative,-0.34788913
1106,2021/4/28,negative,-0.7666571
1107,2021/4/28,negative,-0.6460782
1108,2021/4/28,negative,-0.43159378
1109,2021/4/28,negative,-0.8406049
1110,2021/4/28,positive,0.9079182
1111,2021/4/28,positive,0.7974491
1112,2021/4/29,neutral,-0.09839922
1113,2021/4/29,positive,0.8224423
1114,2021/4/30,negative,-0.9367193
1115,2021/4/30,positive,0.54531294
1116,2021/4/30,neutral,0.051289327
1117,2021/4/30,positive,0.9063955
1118,2021/5/1,negative,-0.73667955
1119,2021/5/3,neutral,0.094359994
1120,2021/5/3,positive,0.7792195
1121,2021/5/3,negative,-0.8738388
1122,2021/5/3,neutral,0.022358816
1123,2021/5/5,neutral,0.13723768
1124,2021/5/5,neutral,-0.38532242
1125,2021/5/5,neutral,0.085517846
1126,2021/5/5,neutral,0.13723768
1127,2021/5/5,negative,-0.9415202
1128,2021/5/5,neutral,-0.38532242
1129,2021/5/5,positive,0.45156437
1130,2021/5/5,positive,0.45156437
1131,2021/5/5,neutral,0.21499875
1132,2021/5/6,neutral,-0.09827255
1133,2021/5/6,neutral,0.21848701
1134,2021/5/6,positive,0.8473017
1135,2021/5/6,neutral,0.022123856
1136,2021/5/6,neutral,0.043232393
1137,2021/5/7,neutral,0.122302145
1138,2021/5/7,negative,-0.86331975
1139,2021/5/7,negative,-0.9673832
1140,2021/5/7,positive,0.49256843
1141,2021/5/7,negative,-0.89961845
1142,2021/5/7,negative,-0.8768489
1143,2021/5/8,neutral,0.0131395105
1144,2021/5/8,positive,0.75377893
1145,2021/5/10,positive,0.48635718
1146,2021/5/10,positive,0.81074464
1147,2021/5/10,neutral,-0.4242249
1148,2021/5/10,negative,-0.7281461
1149,2021/5/11,neutral,0.30192694
1150,2021/5/11,positive,0.65688103
1151,2021/5/12,neutral,-0.03938161
1152,2021/5/12,negative,-0.7778187
1153,2021/5/12,neutral,0.039634798
1154,2021/5/13,positive,0.89351827
1155,2021/5/13,neutral,0.18370044
1156,2021/5/13,neutral,0.041885
1157,2021/5/13,positive,0.85479045
1158,2021/5/13,negative,-0.9572531
1159,2021/5/13,neutral,-0.08092881
1160,2021/5/13,neutral,0.1051708
1161,2021/5/13,neutral,0.1051708
1162,2021/5/14,positive,0.8771383
1163,2021/5/14,negative,-0.9268494
1164,2021/5/14,positive,0.87855947
1165,2021/5/14,positive,0.903476
1166,2021/5/14,neutral,0.16605471
1167,2021/5/14,negative,-0.0076799393
1168,2021/1/22,positive,0.91306865
1169,2021/1/20,negative,-0.8841628
1170,2021/1/18,positive,0.8560682
1171,2021/5/16,positive,0.57750905
1172,2021/5/16,negative,-0.6807526
1173,2021/5/17,negative,-0.9147729
1174,2021/1/13,positive,0.5622129
1175,2021/1/27,negative,-0.08807269
1176,2021/1/5,positive,0.9301093
1177,2021/1/28,positive,0.90931463
1178,2021/5/17,positive,0.57163244
1179,2021/1/19,positive,0.7394505
1180,2021/1/19,neutral,0.18616377
1181,2021/1/13,neutral,0.10572407
1182,2021/1/22,neutral,0.081972376
1183,2021/1/11,negative,-0.8432809
1184,2021/1/14,neutral,0.079118155
1185,2021/5/17,negative,-0.9410924
1186,2021/1/26,positive,0.76622456
1187,2021/1/7,neutral,0.058342956
1188,2021/1/19,negative,-0.7955738
1189,2021/1/27,negative,-0.94171834
1190,2021/1/25,neutral,0.09987885
1191,2021/2/3,negative,-0.9346728
1192,2021/3/3,negative,-0.9067102
1193,2021/2/2,positive,0.26749605
1194,2021/2/17,negative,-0.8765344
1195,2021/3/1,negative,-0.93821514
1196,2021/2/25,positive,0.90979004
1197,2021/5/17,neutral,0.14342572
1198,2021/2/5,neutral,0.11617303
1199,2021/5/17,neutral,0.30364907
1200,2021/5/17,neutral,-0.29405388
1201,2021/2/22,positive,0.5209444
1202,2021/5/18,positive,0.54958284
1203,2021/5/18,negative,-0.62459385
1204,2021/5/18,neutral,-0.2223274
1205,2021/5/18,neutral,0.32639432
1206,2021/5/18,positive,0.44024503
1207,2021/5/19,negative,-0.93953663
1208,2021/2/11,neutral,-0.026619047
1209,2021/5/19,neutral,0.13793902
1210,2021/2/4,positive,0.4540742
1211,2021/5/19,negative,-0.46374607
1212,2021/5/19,negative,-0.722716
1213,2021/4/3,negative,-0.8909276
1214,2021/3/12,positive,0.8337168
1215,2021/5/19,positive,0.09533736
1216,2021/3/23,negative,-0.95326453
1217,2021/3/12,negative,-0.91693735
1218,2021/3/22,negative,-0.9535428
1219,2021/3/28,negative,-0.9411403
1220,2021/3/31,neutral,-0.032869782
1221,2021/3/25,neutral,0.03291108
1222,2021/5/19,neutral,-0.005416263
1223,2021/3/5,positive,0.39626482
1224,2021/3/5,negative,-0.9168839
1225,2021/3/25,neutral,-0.0700503
1226,2021/3/11,neutral,0.046600845
1227,2021/3/24,negative,-0.65417653
1228,2021/5/19,negative,-0.6032851
1229,2021/3/24,neutral,0.05605147
1230,2021/5/19,neutral,-0.042276397
1231,2021/5/19,positive,0.7585276
1232,2021/5/20,positive,0.56160474
1233,2021/5/21,negative,-0.8951105
1234,2021/5/21,neutral,0.120640665
1235,2021/5/21,negative,-0.939877
1236,2021/5/22,neutral,0.06787755
1237,2021/5/23,neutral,-0.0711282
1238,2021/5/24,positive,0.91618884
1239,2021/5/24,neutral,0.19554003
1240,2021/5/25,negative,-0.9040942
1241,2021/5/25,neutral,0.31672847
1242,2021/5/25,neutral,-0.11471212
1243,2021/5/25,neutral,0.27414814
1244,2021/5/25,positive,0.6428983
1245,2021/5/25,neutral,0.09172708
1246,2021/5/25,negative,-0.8890934
1247,2021/4/7,positive,0.8889154
1248,2021/5/25,neutral,0.13513465
1249,2021/5/25,positive,0.5065087
1250,2021/5/26,negative,-0.9585186
1251,2021/5/26,negative,-0.46479163
1252,2021/5/26,positive,0.55200523
1253,2021/4/28,negative,-0.910467
1254,2021/5/26,positive,0.70516336
1255,2021/5/26,positive,0.9022042
1256,2021/5/26,negative,-0.89837295
1257,2021/5/26,positive,0.61756295
1258,2021/5/26,neutral,0.011100903
1259,2021/5/26,neutral,0.46164995
1260,2021/5/26,neutral,0.051379483
1261,2021/5/26,negative,-0.48207277
1262,2021/5/26,neutral,0.18780842
1263,2021/5/27,negative,-0.6895862
1264,2021/5/27,neutral,0.14572503
1265,2021/5/27,neutral,-0.009716788
1266,2021/5/27,negative,-0.8741534
1267,2021/5/27,neutral,0.18432587
1268,2021/5/27,negative,-0.29484525
1269,2021/5/27,neutral,-0.31059518
1270,2021/5/27,negative,-0.9186219
1271,2021/5/27,neutral,0.03981263
1272,2021/5/28,neutral,0.06367713
1273,2021/5/28,neutral,0.13815315
1274,2021/5/28,neutral,0.09873864
1275,2021/5/28,negative,-0.8234716
1276,2021/5/28,positive,0.8216109
1277,2021/5/28,positive,0.6090303
1278,2021/5/29,negative,-0.9129295
1279,2021/5/31,neutral,0.02270808
1280,2021/6/1,negative,-0.58828026
1281,2021/6/1,negative,-0.94847536
1282,2021/6/1,positive,0.9359523
1283,2021/6/1,neutral,0.33473778
1284,2021/6/1,neutral,-0.0058643073
1285,2021/6/1,positive,0.8034297
1286,2021/6/2,neutral,0.073303945
1287,2021/6/2,negative,-0.80238044
1288,2021/6/2,negative,-0.90784955
1289,2021/6/2,negative,-0.57773435
1290,2021/6/2,neutral,0.38413963
1291,2021/6/2,negative,-0.9019254
1292,2021/6/3,negative,-0.7179537
1293,2021/6/3,neutral,-0.0557542
1294,2021/6/3,neutral,0.052918877
1295,2021/6/3,neutral,-0.3009448
1296,2021/6/3,positive,0.86653954
1297,2021/6/3,neutral,-0.4228061
1298,2021/6/3,negative,-0.7882547
1299,2021/6/4,neutral,0.023388527
1300,2021/6/4,neutral,0.07808327
1301,2021/6/4,neutral,-0.07845375
1302,2021/6/5,positive,0.874255
1303,2021/6/6,negative,-0.91414315
1304,2021/6/6,neutral,-0.1646234
1305,2021/6/6,negative,-0.90476227
1306,2021/6/7,negative,-0.5018822
1307,2021/6/7,neutral,0.37250823
1308,2021/6/7,positive,0.8815287
1309,2021/6/7,negative,-0.3368188
1310,2021/6/7,neutral,-0.03621632
1311,2021/6/7,negative,-0.7235242
1312,2021/6/7,negative,-0.9235266
1313,2021/6/7,negative,-0.7891559
1314,2021/6/8,negative,-0.94142663
1315,2021/6/8,negative,-0.60414016
1316,2021/6/8,positive,0.87088525
1317,2021/6/8,neutral,-0.00013547203
1318,2021/6/8,neutral,0.094576254
1319,2021/6/8,neutral,0.1511869
1320,2021/6/8,neutral,0.10621549
1321,2021/6/9,positive,0.6826479
1322,2021/6/9,neutral,0.07398599
1323,2021/6/9,positive,0.9030753
1324,2021/6/9,neutral,-0.041898426
1325,2021/6/9,positive,0.79279536
1326,2021/6/9,neutral,-0.018131599
1327,2021/6/9,neutral,0.31943697
1328,2021/6/9,neutral,0.032117408
1329,2021/6/9,negative,-0.78217477
1330,2021/6/9,negative,-0.495709
1331,2021/6/9,neutral,0.06761113
1332,2021/6/9,neutral,0.22297014
1333,2021/6/10,neutral,0.0346791
1334,2021/6/10,neutral,0.01879147
1335,2021/6/10,neutral,0.06733717
1336,2021/6/10,negative,-0.6511176
1337,2021/6/10,negative,-0.520629
1338,2021/6/10,neutral,-0.06365874
1339,2021/6/10,neutral,0.40266392
1340,2021/6/10,neutral,0.09850182
1341,2021/6/10,positive,0.7058373
1342,2021/6/11,neutral,0.038330603
1343,2021/6/11,negative,-0.8921835
1344,2021/6/11,positive,0.84751517
1345,2021/6/11,negative,-0.62560713
1346,2021/6/11,negative,-0.70158035
1347,2021/6/11,neutral,-0.39712113
1348,2021/6/11,positive,0.8809788
1349,2021/6/12,positive,0.6252717
1350,2021/6/13,positive,0.50614744
1351,2021/6/13,negative,-0.9364121
1352,2021/6/14,neutral,0.18420762
1353,2021/6/14,neutral,0.12327064
1354,2021/6/14,neutral,-0.13756531
1355,2021/6/15,negative,-0.5215046
1356,2021/6/15,negative,-0.92020357
1357,2021/6/15,neutral,0.022286765
1358,2021/6/16,negative,-0.92069274
1359,2021/6/16,neutral,0.21266584
1360,2021/6/16,neutral,0.017906561
1361,2021/6/16,neutral,0.115383424
1362,2021/6/16,negative,-0.9517371
1363,2021/6/16,neutral,0.0066178
1364,2021/6/16,positive,0.8808079
1365,2021/6/17,negative,-0.86744356
1366,2021/6/17,negative,-0.889174
1367,2021/6/17,positive,0.6001726
1368,2021/6/17,neutral,0.39039376
1369,2021/6/17,neutral,0.058088105
1370,2021/6/17,neutral,0.16802615
1371,2021/6/18,positive,0.9193399
1372,2021/6/18,negative,-0.72551566
1373,2021/6/18,positive,0.54796994
1374,2021/6/20,negative,-0.94213235
1375,2021/6/20,neutral,0.047992498
1376,2021/6/20,neutral,-0.13564248
1377,2021/6/21,positive,0.8304475
1378,2021/6/21,neutral,0.017376997
1379,2021/6/21,positive,0.9179558
1380,2021/6/21,negative,-0.92309177
1381,2021/6/21,negative,-0.9220773
1382,2021/6/21,positive,0.86277086
1383,2021/6/21,negative,-0.9049745
1384,2021/6/21,negative,-0.8758989
1385,2021/6/21,negative,-0.9298495
1386,2021/6/22,neutral,-0.053276278
1387,2021/6/22,neutral,0.03833208
1388,2021/6/22,positive,0.52374184
1389,2021/6/22,neutral,0.012558766
1390,2021/6/22,neutral,0.15315469
1391,2021/6/22,neutral,0.051593006
1392,2021/6/22,neutral,0.1139925
1393,2021/6/22,neutral,0.1397999
1394,2021/6/22,neutral,-0.15464547
1395,2021/6/22,neutral,-0.042579338
1396,2021/8/10,negative,-0.8547614
1397,2021/6/22,neutral,-0.16964245
1398,2021/6/22,neutral,0.12059213
1399,2021/6/23,neutral,0.2509665
1400,2021/6/23,neutral,-0.1351389
1401,2021/6/23,neutral,0.12113706
1402,2021/6/23,negative,-0.8961861
1403,2021/6/23,positive,0.8560352
1404,2021/6/23,negative,-0.92020357
1405,2021/6/23,neutral,0.0076652905
1406,2021/6/24,neutral,-0.01685301
1407,2021/6/24,negative,-0.24093537
1408,2021/6/24,neutral,0.0631438
1409,2021/6/24,negative,-0.9153956
1410,2021/6/24,neutral,0.042753734
1411,2021/6/24,neutral,0.064602844
1412,2021/6/24,positive,0.5468351
1413,2021/6/25,negative,-0.9456355
1414,2021/6/25,neutral,0.04246269
1415,2021/6/25,negative,-0.7554385
1416,2021/6/25,positive,0.6828873
1417,2021/6/25,positive,0.85067976
1418,2021/6/25,negative,-0.9485152
1419,2021/6/25,negative,-0.89081573
1420,2021/6/27,neutral,0.100069724
1421,2021/6/27,neutral,-0.04746408
1422,2021/6/28,neutral,0.22998793
1423,2021/6/28,negative,-0.80586493
1424,2021/6/28,neutral,0.20001082
1425,2021/6/28,negative,-0.82361275
1426,2021/6/28,neutral,0.15493174
1427,2021/6/28,neutral,0.03090268
1428,2021/6/28,neutral,0.05314375
1429,2021/6/28,neutral,0.18848869
1430,2021/6/29,neutral,0.17043093
1431,2021/6/29,positive,0.9150565
1432,2021/6/29,positive,0.7585077
1433,2021/6/29,neutral,0.01088455
1434,2021/6/29,negative,-0.9543867
1435,2021/6/30,negative,-0.8018081
1436,2021/6/30,positive,0.91267353
1437,2021/6/30,neutral,0.12745802
1438,2021/6/30,negative,-0.71227664
1439,2021/6/30,negative,-0.6644925
1440,2021/6/30,neutral,0.056460105
1441,2021/6/30,negative,-0.9236448
1442,2021/7/1,positive,0.61115324
1443,2021/7/1,positive,0.9135185
1444,2021/7/1,negative,-0.8517149
1445,2021/7/1,positive,0.9050631
1446,2021/7/1,neutral,0.13947342
1447,2021/7/1,neutral,0.07657506
1448,2021/7/1,neutral,0.033366363
1449,2021/7/1,positive,0.84550315
1450,2021/7/2,positive,0.9278557
1451,2021/7/2,negative,-0.7236208
1452,2021/7/2,negative,-0.96198165
1453,2021/7/2,neutral,0.064009614
