,Title,DATE,SENTIMENT,IMPACT_SCORE
277,"As Nadella, Musk, And Bezos Sell To Pay Less Tax, Buy Microsoft Stock",2021/12/4,negative,-0.9661857
278,FAANG-Leader Microsoft Is Banking On 4 Key Trends,2021/11/11,positive,0.8974627
279,Microsoft Warns Of ‘Moving Target' Password Attacks—Here's How To Stop Them,2021/11/7,neutral,-0.08530852
280,‘Desperate' Microsoft Making It Harder To Switch Windows 11 Browser,2021/11/11,negative,-0.5729853
281,Microsoft Wants To Control VMware Infrastructure With Azure Arc,2021/11/8,neutral,0.23787412
282,Microsoft's Modern Work Vision Removes Collaboration Woes ...,2021/11/23,neutral,0.027264832
283,Microsoft's Incumbent Advantage Creates A Large Moat,2021/11/15,positive,0.9219416
284,"If You Want To Be Innovative, Microsoft's CEO Says You've ...",2021/11/16,neutral,0.017019905
285,A Serious Game: Microsoft Azure Champions ‘User Generated Content',2021/12/6,neutral,0.08101579
286,Microsoft Reveals Massive ‘Forza Horizon 5' Launch Numbers,2021/11/10,neutral,0.021703232
287,Would Sony Or Microsoft Ever Refuse To Sell Activision Blizzard Games?,2021/11/18,neutral,-0.07625872
288,"Activision Blizzard's New ‘Solution' Must Spur Actual Action From Sony, Microsoft And Nintendo",2021/11/23,negative,-0.9297804
289,Microsoft Reveals Critical New Security Flaws In Windows 7 To 11,2021/12/18,negative,-0.4411487
290,Microsoft Edge: 5 Features To Turn Off Right Now,2021/12/11,positive,0.6265427
291,Is Microsoft's Stock A Better Pick Over This Tech Company?,2021/12/22,positive,0.9445516
292,Free Microsoft Word Is A Real Thing,2021/12/28,positive,0.90287364
293,"Microsoft Has Become One Of The Most Powerful Forces In Healthcare, With No Signs Of Slowing Down",2021/12/30,positive,0.840086
294,Microsoft Windows 10—Update Now Warning For Millions As Attackers Strike,2021/12/17,negative,-0.42001915
295,Microsoft And Walmart Are Among The New Members Of ...,2021/12/20,neutral,0.014883395
296,Microsoft Backs Development of Smart Cane for Visually ...,2021/1/5,neutral,0.064403616
297,What is Microsoft Authenticator? Here's what you need to know,2021/1/7,neutral,0.07250574
298,"Business leaders condemn Capitol siege: Apple, Google, Microsoft, Ford",2021/1/7,negative,-0.92910725
299,"JPMorgan, Google, Microsoft, Facebook pause all political donations",2021/1/11,negative,-0.7390102
300,"Microsoft, Citadel, and Other Firms Near Deals on Miami Offices",2021/1/12,neutral,0.054810107
301,Microsoft Employees Debating Whether to Kick Parler Off ...,2021/1/13,neutral,-0.29337022
302,GM Jumps as Microsoft Joins $2 Billion Self-Driving Venture,2021/1/19,positive,0.82222295
303,Microsoft invests in self-driving firm Cruise alongside General Motors,2021/1/19,positive,0.81431973
304,Commerzbank deepens partnership with Microsoft amid revamp,2021/1/20,neutral,0.072756484
305,Microsoft doubles Xbox Live Gold subscription to $120 per year,2021/1/22,positive,0.891147
306,Microsoft patents a chatbot that could imitate a deceased loved one,2021/1/22,neutral,-0.26346087
307,Microsoft president Brad Smith defends political contributions: report,2021/1/22,neutral,0.01187136
308,Microsoft reverses Xbox Live Gold price hike after fan backlash,2021/1/25,neutral,0.06749524
309,How to delete or hide chat messages in Microsoft Teams,2021/1/25,neutral,-0.048114132
310,"Microsoft (MSFT) Sales Top Projections, Lifted by Robust ...",2021/1/26,positive,0.9260674
311,Microsoft's Cybersecurity Exec on Growth Strategies,2021/1/27,positive,0.9234433
312,Microsoft Climate Fund Backs Climeworks Effort to Suck Up ...,2021/1/28,neutral,0.29019195
313,"Microsoft Teams Has 100 Million Student Users, Competing ...",2021/1/28,neutral,0.39239347
314,Google Snags Ford Cloud Partnership in Coup Over Microsoft,2021/2/1,positive,0.80959105
315,Google Snags Ford Cloud Partnership in Coup Over Microsoft,2021/2/1,positive,0.80959105
316,"As Google eyes Australia exit, Microsoft talks Bing with PM",2021/2/1,neutral,0.14078386
317,Some Microsoft Ex-Retail Employees Worry About Keeping Jobs,2021/2/3,negative,-0.9087779
318,Microsoft Targets Better Experiences for Work-at-Home ...,2021/2/4,neutral,0.269285
319,"Robert A. Altman, Who Sold ZeniMax Game Studio to ...",2021/2/4,neutral,-0.32937855
320,Land O'Lakes Set for $2 Million Carbon Credit Sale to Microsoft,2021/2/4,neutral,0.19459857
321,How to save articles with Microsoft OneNote Web Clipper,2021/2/4,neutral,0.031971864
322,How to draw on Microsoft Word to customize documents,2021/2/5,neutral,-0.012092041
323,Everything to know about the Microsoft Silverlight plugin,2021/2/8,neutral,-0.14564157
324,Microsoft (MSFT) CEO Satya Nadella Says Tech Needs ...,2021/2/10,neutral,0.07048322
325,"VW, Microsoft Extend Collaboration to Self-Driving Car Software",2021/2/10,positive,0.9092129
326,Microsoft's Satya Nadella: US tech firms should welcome competition,2021/2/10,positive,0.6624492
327,What is Microsoft Exchange? Here's what you need to know,2021/2/10,neutral,0.031509295
328,How to make a Microsoft account in a few simple steps,2021/2/10,neutral,0.028002953
329,Volkswagen taps Microsoft's cloud to develop self-driving ...,2021/2/11,positive,0.81313854
330,"Microsoft tried to buy Pinterest valued at $51 billion, FT reports",2021/2/11,neutral,0.085791856
331,How Amazon and Microsoft Stand Out in 'Locked up' Federal ...,2021/2/11,neutral,0.11352008
332,How to delete a page in Microsoft Word in 2 different ways,2021/2/11,neutral,-0.045771904
333,How to encrypt a Microsoft Word document on PC or Mac,2021/2/11,neutral,0.035366986
334,How to split cells into columns in Microsoft Excel,2021/2/11,neutral,0.035728067
335,"Google, Microsoft, Qualcomm Protest Nvidia's Acquisition of ...",2021/2/12,negative,-0.86770475
336,Microsoft System Blamed for N.J. Vaccine-Booking Glitches,2021/2/12,negative,-0.9499901
337,What is Microsoft Access? What you should know,2021/2/17,neutral,0.025282646
338,"What is Microsoft Stream? The video platform, explained",2021/2/19,neutral,0.15606242
339,"Big Tech in Healthcare: Amazon, Apple, Google & Microsoft",2021/2/21,positive,0.78556746
340,9 Microsoft OneNote tips for better productivity,2021/2/22,neutral,0.034045674
341,Microsoft President Brad Smith Talks Australia News Ban,2021/2/22,positive,0.82189447
342,"US Senate grilled SolarWinds, Microsoft over cyberattack",2021/2/23,neutral,0.061767142
343,What is Microsoft 365? Here's what you need to know,2021/2/23,neutral,0.0778383
344,Microsoft failed to shore up defenses that could have limited ...,2021/2/25,neutral,0.03826703
345,Google's Sundar Pichai and Microsoft's Satya Nadella among the most overpaid CEOs,2021/2/25,neutral,-0.07581085
346,"What is Yammer? Microsoft's social network, explained",2021/2/26,neutral,0.023109848
347,Microsoft Steps Up Push to Bring Virtual Reality to the Masses,2021/3/2,positive,0.6673162
348,15 Microsoft Word tips and tricks that will help any user,2021/3/2,neutral,0.059147477
349,Microsoft says China hacked Exchange email product,2021/3/3,negative,-0.62189555
350,White House says closely tracking Microsoft's emergency patch,2021/3/4,negative,-0.58224905
351,Microsoft's $10 Billion Pentagon Deal at Risk Amid Amazon ...,2021/3/5,negative,-0.95796543
352,"At least 30,000 US organizations victims of Microsoft Exchange hack: Krebs",2021/3/6,negative,-0.6188341
353,How to organize notes with Microsoft OneNote,2021/3/9,neutral,-0.008856807
354,Up to 60000 computer systems exposed in Germany to ...,2021/3/10,negative,-0.7891513
355,How to integrate Google Drive with Microsoft Office,2021/3/10,neutral,0.08383823
356,Microsoft Exchange server hack: why the cyberattack matters,2021/3/11,negative,-0.8369388
357,Microsoft Org Chart Shows 175 Top Execs Under CEO Satya ...,2021/3/11,neutral,0.029243642
358,Hackers Rushed in as Microsoft Raced to Avert Cyber-Attack,2021/3/12,negative,-0.9308829
359,Google said Microsoft diverted attention away from Exchange hack,2021/3/12,negative,-0.8854879
360,What is Microsoft Sway? The presentation app explained,2021/3/12,neutral,0.02330423
361,Polish Company Will Create a Vaccine Distribution Platform ...,2021/3/17,neutral,0.3745884
362,Microsoft to open its US headquarters to more employees on March 29,2021/3/22,neutral,0.14528558
363,Microsoft Said to Discuss Discord Bid for Over $10 Billion,2021/3/23,neutral,0.052155
364,"Microsoft could buy Discord for $10 billion: Bloomberg, NYT",2021/3/23,neutral,0.22552766
365,ORG CHART: 30 Most Powerful People in Microsoft Cloud Biz,2021/3/23,neutral,0.11438549
366,Bitcoin (BTC USD) Cryptocurrency Price: Microsoft's Smith ...,2021/3/24,neutral,-0.14675584
367,Leaked Audio: Microsoft Exec on Status of Former Retail ...,2021/3/25,negative,-0.851425
368,"What Discord Is, and Why Microsoft Covets It",2021/3/26,neutral,0.08780699
369,"Microsoft CEO, Gaming Chief's Comments Help Explain ...",2021/3/27,neutral,0.17764908
370,Back to the '90s with Microsoft and Intel,2021/3/27,positive,0.7831769
371,Microsoft targets 50000 jobs with LinkedIn 're-skilling' effort,2021/3/30,neutral,0.37969512
372,Microsoft $22 Billion U.S. Army Deal for HoloLens Advances,2021/3/31,positive,0.86977243
373,Microsoft says an outage with Microsoft 365 services resolved,2021/4/1,negative,-0.91825277
374,Microsoft contracts with US army to make mixed-reality headsets,2021/4/1,neutral,0.19131926
375,How to start a newsletter with Microsoft Outlook,2021/4/2,neutral,-0.008383244
376,How to use Microsoft Family Safety for parental controls,2021/4/8,neutral,0.024027925
377,How to double space in Microsoft Word,2021/4/9,neutral,0.030221693
378,Elon Musk posts Bill Gates anti-vaxx cartoon featuring Microsoft Zune,2021/4/10,neutral,-0.39877898
379,Microsoft (MSFT) Is in Talks to Buy Nuance (NUAN),2021/4/11,neutral,0.083919376
380,"Evercore Having Big M&A Week With Grab, Microsoft Deals",2021/4/13,neutral,0.03537286
381,"How Microsoft, Google, Apple, Amazon are investing in healthcare",2021/4/13,neutral,0.45914942
382,Microsoft's Nuance Acquisition the Beginning of M&a,2021/4/13,positive,0.5496532
383,"Leaked Microsoft Poll Shows How 132,000 Employees Feel ...",2021/4/14,positive,0.8617642
384,"Microsoft to test Xbox cloud gaming on PCs, Apple mobile ...",2021/4/19,neutral,0.24049768
385,Microsoft to invest $1 bln in Malaysia to set up data centres ...,2021/4/19,positive,0.7335024
386,"How to use Microsoft Forms to create a poll, survey, or quiz",2021/4/19,neutral,0.13430427
387,Discord Is Said to Reject Microsoft's $12 Billion Offer,2021/4/20,negative,-0.93120754
388,Discord ends sale talks with Microsoft - sources,2021/4/20,neutral,0.1610609
389,"Microsoft data: Back-to-back video calls make you stressed, distracted",2021/4/21,neutral,0.11218131
390,How to use Track Changes in Microsoft Word,2021/4/21,neutral,-0.037339848
391,Hack Pushes Microsoft to Rethink How It Discloses Coding ...,2021/4/27,negative,-0.9338222
392,"Microsoft sales grow on cloud strength, shares dip on ...",2021/4/27,negative,-0.9063557
393,Microsoft Teams is back online after outage worldwide,2021/4/27,negative,-0.8229987
394,How to use Microsoft 365 remote collaboration tools,2021/4/27,neutral,0.045768958
395,Microsoft wants you to choose the new default font for Word docs,2021/4/28,neutral,0.045526657
396,Microsoft Could Acquire These 21 Companies After the ...,2021/4/28,positive,0.66287506
397,What is Cortana? A guide to Microsoft's virtual assistant,2021/4/29,neutral,0.051994786
398,How to remove a page break in Microsoft Word,2021/4/29,neutral,-0.08391187
399,How to get a character count in Microsoft Word,2021/4/30,neutral,-0.01708387
400,How to spell check in Microsoft Word on a Mac or PC,2021/4/30,neutral,0.19247717
401,"Superhuman Planning Android App, Microsoft Office Integration",2021/5/5,positive,0.8556886
402,"Xbox consoles have never been profitable on their own, Microsoft says",2021/5/6,neutral,-0.029901475
403,Microsoft earnings rise as pandemic boosts cloud computing ...,2021/1/26,positive,0.9350579
404,Microsoft's LinkedIn Accused by Noted China Critic of ...,2021/5/11,negative,-0.81088823
405,"Cruise, GM partner with Microsoft to ramp up self-driving ...",2021/1/19,positive,0.89254725
406,"Microsoft, Cigna form coalition for digital records of COVID-19 ...",2021/1/14,neutral,0.15502822
407,Discord to Monetize Live Events After Microsoft Sale Talks ...,2021/5/13,positive,0.8109303
408,Microsoft says Chinese hackers targeted groups via server ...,2021/3/2,negative,-0.75359064
409,"SolarWinds, Microsoft, FireEye, CrowdStrike defend actions in ...",2021/2/23,neutral,0.017842226
410,SolarWinds hack was 'largest and most sophisticated attack ...,2021/2/14,neutral,0.014471646
411,SolarWinds hackers studied Microsoft source code for ...,2021/2/18,neutral,0.24032678
412,Microsoft approached Pinterest in recent months about ...,2021/2/10,positive,0.6416879
413,Microsoft halts donations through 2022 to lawmakers who ...,2021/2/5,negative,-0.7318181
414,Inside Apple and Microsoft's Renewed Rivalry over Gaming ...,2021/5/14,positive,0.61566293
415,Chevron to build California carbon capture plant with Microsoft ...,2021/3/4,positive,0.80791
416,"Bosch, Microsoft join forces to develop vehicle software platform",2021/2/18,neutral,0.23663099
417,Microsoft says Teams app technical issue mostly resolved,2021/2/17,negative,-0.87164986
418,How to add a superscript or subscript in Microsoft Word,2021/5/14,neutral,-0.079193816
419,Microsoft wins $21.9 billion contract with U.S. Army to supply ...,2021/3/31,positive,0.92650753
420,More than 20000 U.S. organizations compromised through ...,2021/3/5,neutral,-0.14637828
421,At least 10 hacking groups using Microsoft software flaw ...,2021/3/10,neutral,-0.1864472
422,Exclusive: Microsoft could reap more than $150 million in new ...,2021/3/15,positive,0.90949017
423,Bill Gates Was Investigated by Microsoft Directors for ...,2021/5/16,negative,-0.61546403
424,"Microsoft and Google openly feuding amid hacks, competition ...",2021/3/12,negative,-0.87558407
425,Chevron to build California carbon capture plant with Microsoft ...,2021/3/4,positive,0.80791
426,Caltech sues Microsoft over Wi-Fi patents from $1 billion ...,2021/3/22,negative,-0.8478264
427,Bill Gates reportedly pursued Microsoft employees while married,2021/5/16,negative,-0.71631986
428,"France embraces Google, Microsoft in quest to safeguard ...",2021/5/17,neutral,0.17259939
429,"Ampere Says Microsoft, Tencent Are Customers, Unveils New ...",2021/5/19,neutral,0.16109075
430,Soccer La Liga teams up with Microsoft to lift revenues as TV ...,2021/5/19,positive,0.8823294
431,Microsoft is pulling the plug on Internet Explorer,2021/5/19,neutral,0.07391881
432,"Latest Microsoft megadeal ropes in Simpson Thacher, Paul ...",2021/4/12,neutral,0.056866944
433,"Ampere, Founded by Former Intel Exec, Wins Oracle ...",2021/5/19,negative,-0.8911596
434,Microsoft and Apple Wage War on Gadget Right-to-Repair Laws,2021/5/20,neutral,-0.25844064
435,Apple Accuses Microsoft of Using Epic in Legal Attack,2021/5/20,positive,0.41456962
436,Microsoft to unplug Internet Explorer as it seeks edge in ...,2021/5/20,neutral,0.2863506
437,"China says ByteDance, Baidu, Microsoft improperly collected ...",2021/5/20,negative,-0.93730223
438,BMO investment arm sold Microsoft over U.S. Army headset deal,2021/5/21,negative,-0.74634135
439,Microsoft CEO Satya Nadella addresses Bill Gates controversy,2021/5/21,neutral,0.06409339
440,Take a look at what Microsoft thinks the future of hybrid meetings will look like,2021/5/21,positive,0.7216122
441,"Microsoft Teams Up With Accenture, Goldman on Greener ...",2021/5/25,positive,0.66450965
442,"Leonardo, Microsoft team up to help digitalize Italy's public ...",2021/5/26,positive,0.5954863
443,Ex-Microsoft Board Member Says She Was Asked to Resign ...,2021/5/26,neutral,0.15233083
444,"Microsoft, Mastercard sign on to VP Harris's Central America ...",2021/5/27,neutral,0.044640485
445,"EU bodies' use of Amazon, Microsoft cloud services faces ...",2021/5/27,neutral,0.023424022
446,"Russian Hackers Resume U.S. Cyber Offensive, Microsoft Says",2021/5/28,neutral,-0.40864313
447,Microsoft says group behind SolarWinds hack now targeting ...,2021/5/28,neutral,-0.3241422
448,"Microsoft: SolarWinds hackers now sending 30,000 phishing emails",2021/5/28,negative,-0.4733015
449,Microsoft says error led to no matching Bing images for ...,2021/6/4,neutral,-0.032072145
450,Microsoft Bing still censoring Tiananmen Square image searches,2021/6/4,negative,-0.87338483
451,"CrowdStrike CEO on Earnings, Humio Acquisition, Microsoft ...",2021/6/5,positive,0.90063596
452,"Microsoft Plans Quiet Return to Physical Retail, Leaked Audio ...",2021/6/8,neutral,0.037639454
453,Microsoft Is Closing Gap With AWS: Flexera Cloud Report,2021/6/9,neutral,0.33271968
454,Microsoft Wants to Offer Xbox Gaming on TVs Without the ...,2021/6/10,neutral,0.3179605
455,"Microsoft, Nintendo Ready Game Announcements for ...",2021/6/10,neutral,0.14903472
456,"Microsoft plans to tap smart TVs, streaming devices for Xbox ...",2021/6/10,positive,0.8597739
457,"Trump DOJ sought data from Apple, Google, Microsoft. This is how they responded",2021/6/12,neutral,-0.24592459
458,Microsoft Promises Halo Infinite for Holiday Season After Delay,2021/6/13,neutral,0.14490348
459,Microsoft's Smith Says Secret Subpoenas Hurt U.S. Tech ...,2021/6/14,negative,-0.88486964
460,Microsoft exec: Some staff slept in data centers during pandemic,2021/6/14,negative,-0.87379026
461,"Microsoft Names Nadella Chair, Thompson Remains on Board",2021/6/16,positive,0.9137715
462,Microsoft names CEO Satya Nadella as chairman,2021/6/16,neutral,0.001989525
463,Office Workers Don't Want to Return and Microsoft Has ...,2021/6/17,positive,0.5639402
464,Satya Nadella first since Bill Gates to be both Microsoft CEO and chair,2021/6/17,neutral,0.07365679
465,E3 2021: Microsoft Challenges the Sony and Nintendo Status ...,2021/6/20,negative,-0.7322587
466,"Google, Apple, Microsoft HQs in Ireland lead 15% tax debate: reports",2021/6/20,positive,0.6911803
467,"Microsoft Boosts Black Managers, Slower Progress for Latinx",2021/6/21,positive,0.9255627
468,"10 things in tech: Amazon Prime Day, Netflix org chart, Microsoft gaming",2021/6/21,neutral,0.17046137
469,Microsoft (MSFT) Market Value Hits $2 Trillion,2021/6/22,positive,0.90971255
470,"Microsoft Opens Windows, But Reverts to Old Competitive ...",2021/6/24,positive,0.852458
471,"Buy Facebook, Apple, Amazon, Microsoft, Google at 40x ...",2021/6/24,positive,0.8849838
472,Microsoft challenges Apple's business model with new ...,2021/6/24,positive,0.56911975
473,Microsoft just took a direct shot at Apple's controversial App Store policy,2021/6/24,neutral,0.034066398
474,Microsoft says new breach discovered in probe of suspected SolarWinds hackers,2021/6/25,negative,-0.842564
475,Microsoft says new breach discovered in probe of suspected ...,2021/6/27,negative,-0.5047052
476,"Microsoft, Sompo to invest $25 mln in GM-backed startup Wejo",2021/6/29,neutral,0.046742257
477,Microsoft general counsel Dev Stahlkopf jumps to Cisco,2021/6/29,neutral,-0.007126346
478,A Top Microsoft Exec Explains Strategy for Booming Low ...,2021/6/29,positive,0.72287965
479,AT&T Agrees to Outsource Its 5G Network to Microsoft's Azure,2021/6/30,positive,0.6149501
480,AT&T to run core 5G network on Microsoft's cloud,2021/6/30,positive,0.6007692
481,Bill Gates liked to party during Microsoft's early days,2021/6/30,negative,-0.91178197
482,Google and Microsoft shut down six-year legal ceasefire,2021/6/30,negative,-0.6792699
483,AWS Bought Wickr to Catch up to Microsoft and for ...,2021/6/30,neutral,0.35028306
484,"Amazon Plans 'Rebel Alliance' With Slack, Dropbox to Fight ...",2021/7/1,positive,0.656773
485,Microsoft's (MSFT) JEDI Pentagon Contract Scrapped ...,2021/7/6,negative,-0.955606
486,Microsoft's (MSFT) JEDI Pentagon Contract Scrapped ...,2021/7/6,negative,-0.955606
487,The fight by Microsoft and Amazon for the Pentagon's cloud ...,2021/7/6,negative,-0.9358095
488,The fight by Microsoft and Amazon for the Pentagon's cloud ...,2021/7/6,negative,-0.9358095
489,"Pentagon calls off $10B JEDI contract impacting Microsoft, Amazon",2021/7/6,negative,-0.94105774
490,"Pentagon calls off $10B JEDI contract impacting Microsoft, Amazon",2021/7/6,negative,-0.94105774
491,Microsoft says to update computers immediately over security flaw,2021/7/7,negative,-0.8801347
492,"Microsoft giving out $1,500 pandemic bonuses: The Verge",2021/7/8,neutral,-0.08689637
493,Microsoft Has a Credibility Problem After Losing $10 Billion ...,2021/7/11,negative,-0.92132866
494,AWS and Salesforce Are Great Allies to Fight Off Microsoft,2021/7/11,positive,0.82634246
495,Microsoft Agrees to Acquire Cybersecurity Company RiskIQ,2021/7/12,positive,0.8934778
496,Microsoft Puts Windows in the Cloud for Remote Workers,2021/7/14,positive,0.5646125
497,Microsoft to offer cloud-based version of Windows operating ...,2021/7/14,positive,0.59914607
498,Microsoft Is Building Deeper Ties Between Teams and ...,2021/7/14,neutral,0.25552705
499,Microsoft Puts on Its Game Face - WSJ,2021/1/25,positive,0.6415974
500,"Tech Giants Apple, Microsoft and Tesla Headline a Busy ...",2021/1/23,negative,-0.21023332
501,Microsoft Designer Fell Out of Bed and Found a Mission,2021/1/8,neutral,0.04265767
502,"Microsoft, Wells Fargo Satisfied Trump Labor Department on ...",2021/3/6,neutral,0.093078
503,"Behind Microsoft's Nuance Deal: Natural Language Processing, Explained",2021/4/13,positive,0.9307146
504,How Microsoft's Chief Accessibility Officer Does Her Job,2021/5/3,positive,0.67906815
505,Microsoft Discloses New Customer Hack Linked to SolarWinds Cyberattackers,2021/6/26,negative,-0.80564636
506,Microsoft's Combination of CEO and Chairman Roles Goes Against Trend,2021/6/17,neutral,-0.030943835
507,Microsoft Launches Windows 11 in a Reboot for the App-Economy Age,2021/6/25,positive,0.89113945
508,Biden Administration Blames Hackers Tied to China for ...,2021/7/19,negative,-0.6703582
509,"Microsoft Aims to Put Windows in Hands of Apple, Android Users Through Hybrid Work",2021/7/14,neutral,0.0941062
510,Why Microsoft Centered the Start Button in Windows 11,2021/7/23,neutral,0.1900738
511,Microsoft Introduces Emissions-Tracking Tools Based on Predictive Analytics,2021/7/14,positive,0.025319219
512,"U.S. Taps Amazon, Google, Microsoft, Others to Help Fight ...",2021/8/5,neutral,0.26510394
513,"Slack, Trello, Microsoft Teams: Features to Look for in ...",2021/7/29,neutral,0.05403895
514,Microsoft Keeps Surface in Its Place - WSJ,2021/9/23,neutral,0.2454205
515,"Amazon, Microsoft Help Lift Cloud Startup Databricks to Sky-High Valuation",2021/9/9,positive,0.9316454
516,"Microsoft, Las Vegas Sands, AMC: What to Watch When the ...",2021/9/15,neutral,0.009462733
517,Microsoft Eclipses Apple as Most Valuable Company,2021/10/29,positive,0.9302423
518,Companies From IKEA to Microsoft Call for Clear Climate ...,2021/10/29,neutral,0.10947113
519,"Microsoft's Bing Halts Autofill Feature in China, Citing Local ...",2021/12/17,negative,-0.9210652
520,Why Microsoft's Huge Quarter Is Great News for Electronic Arts,2021/1/30,positive,0.9129597
521,Better Buy: Salesforce vs. Microsoft,2021/1/20,neutral,0.42012733
522,GM Stock Jumps Again as Microsoft Partners With Cruise,2021/1/21,positive,0.8033029
523,3 Reasons Microsoft Is a Great Growth Stock,2021/2/2,neutral,0.07231735
524,3 Reasons Microsoft Is Still a Growth Stock,2021/2/6,positive,0.71497935
525,Battle of Dividend Stocks: Microsoft vs. Apple,2021/3/21,positive,0.49304852
526,Better Buy: Apple vs. Microsoft,2021/3/13,neutral,-0.20839773
527,Can Autodesk Be the Microsoft of Construction?,2021/4/1,positive,0.60483503
528,Microsoft (MSFT) Q3 2021 Earnings Call Transcript,2021/4/28,neutral,0.077885784
529,Here's Why Microsoft Just Spent $19.7 Billion to Acquire ...,2021/4/12,positive,0.9267746
530,Is Microsoft Stock a Buy?,2021/4/5,positive,0.677706
531,What Microsoft's New $22 Billion Government Contract Means ...,2021/4/8,positive,0.8860118
532,How High Can Microsoft's and Alphabet's Margins Go?,2021/4/29,positive,0.72921294
533,Better Buy: Amazon vs. Microsoft,2021/4/16,positive,0.6397887
534,Why Microsoft Wants to Buy Nuance,2021/4/21,neutral,0.21957965
535,Pentagon Considers Dropping Microsoft JEDI Effort,2021/5/10,negative,-0.92968464
536,Should Salesforce Investors Be Worried About Microsoft?,2021/5/20,positive,0.50232995
537,3 Reasons Microsoft Is Not Done Growing,2021/5/8,positive,0.89378643
538,Better Buy: Zoom Video Communications vs. Microsoft,2021/6/1,positive,0.9297011
539,Microsoft Is Now Worth $2 Trillion -- Here's How It Gets to $3 ...,2021/6/26,positive,0.7338679
540,Will Windows 11 Help or Harm Microsoft Investors?,2021/7/1,neutral,0.14976907
541,Better Buy: Microsoft vs. IBM,2021/6/18,neutral,0.31487295
542,Microsoft's Xbox Gaming Is Expanding to Connected TVs and ...,2021/6/10,positive,0.84836817
543,"Near an All-Time High, Microsoft Stock May Still Be a Buy",2021/6/16,neutral,0.10862452
544,Microsoft (MSFT) Q4 2021 Earnings Call Transcript,2021/7/28,neutral,0.11897608
545,3 Reasons Microsoft Needs to Reveal Azure's Financials,2021/8/3,neutral,0.120519415
546,Will Salesforce Be Worth More Than Microsoft by 2030?,2021/7/11,neutral,0.0545514
547,Could the Microsoft-Teladoc Partnership Threaten Veeva ...,2021/7/31,positive,0.9062085
548,Microsoft Is About to Return an Absurd Amount of Cash to ...,2021/9/18,neutral,0.11581417
549,"How to Invest in Microsoft for Less Than the Cost of ""NBA 2K22""",2021/9/7,neutral,0.11185018
550,How A Dividend-Buyback Combo Could Lead Microsoft's ...,2021/9/10,neutral,0.40381986
551,Microsoft Pledges $60 Billion in Share Buybacks -- Here Are 4 ...,2021/9/21,positive,0.73039246
552,"Could This Tiny Company Take on Amazon, Microsoft, and ...",2021/10/5,neutral,0.12982276
553,Is It Too Late to Buy Microsoft Stock?,2021/11/1,positive,0.90097296
554,This Key Product Could Give Microsoft's Earnings a Nice Boost,2021/10/23,positive,0.8504667
555,Microsoft Windows 11: What Investors Need to Know,2021/10/8,neutral,0.22191316
556,"If You'd Invested $1,000 in Microsoft in 2014, This Is How ...",2021/10/19,positive,0.5596416
557,Here's How Microsoft Is Using Artificial Intelligence,2021/10/13,neutral,0.19646414
558,Should Investors Worry After Microsoft's CEO Sells 838K ...,2021/12/8,neutral,0.012909122
559,Microsoft Had 2 Big Under-the-Radar Announcements ...,2021/12/22,neutral,0.4160887
560,Should Investors Worry After Microsoft's CEO Sells 838K ...,2021/12/8,neutral,0.012909122
561,How Would Microsoft Perform During a Recession?,2021/12/20,positive,0.8276285
562,"Israeli Firm's Spyware Used Against Dissidents, Microsoft Says",2021/7/15,neutral,0.060590923
563,Microsoft says Israeli group sold tools to hack Windows,2021/7/15,neutral,0.2775904
564,Clippy the paperclip could soon return to Microsoft Office,2021/7/15,neutral,-0.017370403
565,4 Companies AWS Could Buy to Compete With Microsoft in ...,2021/7/15,neutral,0.19813704
566,Amazon and Microsoft Cloud Growth Threatened by Lack of IT ...,2021/7/18,neutral,0.040173348
567,"U.S., U.K., Allies Tie Chinese Government to Microsoft Hack",2021/7/19,negative,-0.6335353
568,AWS Can't Challenge Microsoft's Software Dominance ...,2021/7/21,neutral,0.0998359
569,"Google Faces Off With Amazon, Microsoft to Become a Cloud ...",2021/7/26,negative,-0.66110134
570,Microsoft (MSFT) Stock Drops on Azure Concern After Sales ...,2021/7/27,positive,0.9086988
571,"Watch Microsoft Earnings 'Stellar,' Wedbush's Dan Ives Says ...",2021/7/27,negative,-0.40878677
572,Microsoft sees steady cloud growth after record quarterly profit,2021/7/27,positive,0.9219664
573,Google and Microsoft Clash Over Documents in U.S. Antitrust ...,2021/7/29,neutral,-0.24425349
574,Microsoft looks to tap into India's Oyo before its potential IPO ...,2021/7/29,neutral,0.3523204
575,U.S. judge says Google request for Microsoft documents is ...,2021/7/30,negative,-0.8242775
576,Microsoft Exchange Used to Hack Diplomats Before 2021 ...,2021/8/4,neutral,-0.17681669
577,How to enable and use Kids Mode in Microsoft Edge,2021/8/5,neutral,0.022048227
578,Microsoft cofounder's $278M superyacht snapped up by mystery buyer,2021/8/7,neutral,-0.17518577
579,"The Cloud Honeymoon Is Over for AWS, Microsoft; Helping ...",2021/8/15,neutral,-0.3647621
580,"Databricks CEO Sees AWS, Microsoft, Google Move to 'Sky ...",2021/8/16,neutral,0.102664486
581,Microsoft to raise prices as much as 20% for some flagship ...,2021/8/19,neutral,0.23123972
582,Microsoft invests $5 mln in SoftBank-backed Oyo,2021/8/20,neutral,0.09189075
583,Microsoft stock outlook: 18% upside after Office 365 price increase,2021/8/20,positive,0.93582684
